"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"
0.000938967136150235	0.994366197183098	0.000938967136150235	0.000938967136150235	0.000938967136150235	0.000938967136150235	0.000938967136150235
0.000938967136150235	0.000938967136150235	0.000938967136150235	0.000938967136150235	0.994366197183098	0.000938967136150235	0.000938967136150235
0.000938967136150235	0.000938967136150235	0.000938967136150235	0.000938967136150235	0.994366197183098	0.000938967136150235	0.000938967136150235
0.000938967136150235	0.000938967136150235	0.000938967136150235	0.000938967136150235	0.000938967136150235	0.994366197183098	0.000938967136150235
0.000938967136150235	0.000938967136150235	0.000938967136150235	0.000938967136150235	0.000938967136150235	0.994366197183098	0.000938967136150235
0.000938967136150235	0.000938967136150235	0.000938967136150235	0.000938967136150235	0.000938967136150235	0.994366197183098	0.000938967136150235
0.000938967136150235	0.000938967136150235	0.000938967136150235	0.000938967136150235	0.000938967136150235	0.994366197183098	0.000938967136150235
0.000938967136150235	0.000938967136150235	0.000938967136150235	0.000938967136150235	0.000938967136150235	0.994366197183098	0.000938967136150235
0.000938967136150235	0.000938967136150235	0.994366197183098	0.000938967136150235	0.000938967136150235	0.000938967136150235	0.000938967136150235
0.000938967136150235	0.000938967136150235	0.000938967136150235	0.000938967136150235	0.994366197183098	0.000938967136150235	0.000938967136150235
0.000938967136150235	0.000938967136150235	0.000938967136150235	0.000938967136150235	0.000938967136150235	0.994366197183098	0.000938967136150235
0.000938967136150235	0.000938967136150235	0.000938967136150235	0.000938967136150235	0.000938967136150235	0.994366197183098	0.000938967136150235
0.000938967136150235	0.000938967136150235	0.000938967136150235	0.000938967136150235	0.000938967136150235	0.994366197183098	0.000938967136150235
0.000938967136150235	0.000938967136150235	0.000938967136150235	0.000938967136150235	0.000938967136150235	0.994366197183098	0.000938967136150235
0.000938967136150235	0.000938967136150235	0.000938967136150235	0.000938967136150235	0.000938967136150235	0.994366197183098	0.000938967136150235
0.000938967136150235	0.000938967136150235	0.994366197183098	0.000938967136150235	0.000938967136150235	0.000938967136150235	0.000938967136150235
0.000938967136150235	0.000938967136150235	0.994366197183098	0.000938967136150235	0.000938967136150235	0.000938967136150235	0.000938967136150235
0.000938967136150235	0.000938967136150235	0.994366197183098	0.000938967136150235	0.000938967136150235	0.000938967136150235	0.000938967136150235
0.000938967136150235	0.000938967136150235	0.000938967136150235	0.000938967136150235	0.994366197183098	0.000938967136150235	0.000938967136150235
0.000938967136150235	0.000938967136150235	0.994366197183098	0.000938967136150235	0.000938967136150235	0.000938967136150235	0.000938967136150235
0.000938967136150235	0.000938967136150235	0.994366197183098	0.000938967136150235	0.000938967136150235	0.000938967136150235	0.000938967136150235
0.000938967136150235	0.000938967136150235	0.994366197183098	0.000938967136150235	0.000938967136150235	0.000938967136150235	0.000938967136150235
0.000938967136150235	0.000938967136150235	0.994366197183098	0.000938967136150235	0.000938967136150235	0.000938967136150235	0.000938967136150235
0.000938967136150235	0.000938967136150235	0.994366197183098	0.000938967136150235	0.000938967136150235	0.000938967136150235	0.000938967136150235
0.000938967136150235	0.000938967136150235	0.994366197183098	0.000938967136150235	0.000938967136150235	0.000938967136150235	0.000938967136150235
0.000938967136150235	0.000938967136150235	0.994366197183098	0.000938967136150235	0.000938967136150235	0.000938967136150235	0.000938967136150235
0.000938967136150235	0.000938967136150235	0.000938967136150235	0.000938967136150235	0.000938967136150235	0.994366197183098	0.000938967136150235
0.000938967136150235	0.000938967136150235	0.000938967136150235	0.000938967136150235	0.994366197183098	0.000938967136150235	0.000938967136150235
0.000938967136150235	0.000938967136150235	0.994366197183098	0.000938967136150235	0.000938967136150235	0.000938967136150235	0.000938967136150235
0.000938967136150235	0.000938967136150235	0.000938967136150235	0.000938967136150235	0.000938967136150235	0.994366197183098	0.000938967136150235
0.000938967136150235	0.000938967136150235	0.000938967136150235	0.000938967136150235	0.000938967136150235	0.994366197183098	0.000938967136150235
0.000938967136150235	0.000938967136150235	0.000938967136150235	0.000938967136150235	0.000938967136150235	0.994366197183098	0.000938967136150235
0.994366197183098	0.000938967136150235	0.000938967136150235	0.000938967136150235	0.000938967136150235	0.000938967136150235	0.000938967136150235
0.994366197183098	0.000938967136150235	0.000938967136150235	0.000938967136150235	0.000938967136150235	0.000938967136150235	0.000938967136150235
0.000938967136150235	0.000938967136150235	0.000938967136150235	0.000938967136150235	0.994366197183098	0.000938967136150235	0.000938967136150235
0.000938967136150235	0.994366197183098	0.000938967136150235	0.000938967136150235	0.000938967136150235	0.000938967136150235	0.000938967136150235
0.000938967136150235	0.000938967136150235	0.000938967136150235	0.000938967136150235	0.000938967136150235	0.000938967136150235	0.994366197183098
0.000938967136150235	0.000938967136150235	0.000938967136150235	0.994366197183098	0.000938967136150235	0.000938967136150235	0.000938967136150235
